config,input_features,variant,model_size_kind,seeds,warmups,cycles_avg,cycles_min,cycles_max,cycles_over_legacy,runtime_source,runtime_status,runtime_done_status,model_state_bytes,arena_or_required_memory,object_or_control_bytes,elf_text,elf_data,elf_bss,elf_dec,elf_file_bytes,elf_text_over_legacy,elf_dec_over_legacy,elf_file_over_legacy,build_dir,serial_path,size_path,elf_path
32x32,3,legacy_c,arena+control,10,2,17280759,16187499,18882753,1.0,combined_all_log,0,0,21344,21280,64,49412,92,58284,107788,80112,1.0,1.0,1.0,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/legacy_c,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/legacy_c/serial.log,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/legacy_c/EL_C_vsCpp_Appli_3_32x32_1_legacy_c.size.txt,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/legacy_c/EL_C_vsCpp_Appli_3_32x32_1_legacy_c.elf
32x32,3,cpp_direct_c_backend,required_memory/model_object,10,2,21242599,20115911,22818183,1.2292630780858642,combined_all_log,0,0,20128,20096,20128,47852,92,57092,105036,77820,0.9684287217679916,0.9744684009351691,0.9713900539245057,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/cpp_direct_c_backend,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/cpp_direct_c_backend/serial.log,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/cpp_direct_c_backend/EL_C_vsCpp_Appli_3_32x32_1_cpp_direct_c_backend.size.txt,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/cpp_direct_c_backend/EL_C_vsCpp_Appli_3_32x32_1_cpp_direct_c_backend.elf
32x32,3,cpp_m55,required_memory/model_object,10,2,16850997,15751199,18742400,0.9751306062424688,combined_all_log,0,0,20128,20096,20128,41660,112,57056,98828,71556,0.8431150327855582,0.9168738635098527,0.8931995206710606,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/cpp_m55,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/cpp_m55/serial.log,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/cpp_m55/EL_C_vsCpp_Appli_3_32x32_1_cpp_m55.size.txt,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/cpp_m55/EL_C_vsCpp_Appli_3_32x32_1_cpp_m55.elf
32x32,3,cpp_generic,required_memory/model_object,10,2,21755360,20162668,24445329,1.2589354437498954,combined_all_log,0,0,20024,20000,20024,45908,112,56952,102972,75428,0.9290860519711811,0.9553197016365458,0.9415318554024366,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/cpp_generic,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/cpp_generic/serial.log,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/cpp_generic/EL_C_vsCpp_Appli_3_32x32_1_cpp_generic.size.txt,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/cpp_generic/EL_C_vsCpp_Appli_3_32x32_1_cpp_generic.elf
32x32,3,rltools_generic,static_state/model_object,10,2,51007076,50982980,51040010,2.9516687316801304,combined_all_log,0,0,19996,20332,19996,45884,92,57260,103236,78100,0.928600339998381,0.9577689538724162,0.9748851607749152,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/rltools_generic,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/rltools_generic/serial.log,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/rltools_generic/EL_C_vsCpp_Appli_3_32x32_1_rltools_generic.size.txt,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_32x32_1/rltools_generic/EL_C_vsCpp_Appli_3_32x32_1_rltools_generic.elf
64x32,3,legacy_c,arena+control,10,2,33037271,30767901,34408038,1.0,combined_all_log,0,0,40160,40096,64,49412,92,86316,135820,80112,1.0,1.0,1.0,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/legacy_c,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/legacy_c/serial.log,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/legacy_c/EL_C_vsCpp_Appli_3_64x32_1_legacy_c.size.txt,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/legacy_c/EL_C_vsCpp_Appli_3_64x32_1_legacy_c.elf
64x32,3,cpp_direct_c_backend,required_memory/model_object,10,2,34738886,31091043,36367235,1.0515059188756843,combined_all_log,0,0,38816,38784,38816,47764,92,84996,132852,77820,0.9666477778677245,0.9781475482255927,0.9713900539245057,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/cpp_direct_c_backend,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/cpp_direct_c_backend/serial.log,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/cpp_direct_c_backend/EL_C_vsCpp_Appli_3_64x32_1_cpp_direct_c_backend.size.txt,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/cpp_direct_c_backend/EL_C_vsCpp_Appli_3_64x32_1_cpp_direct_c_backend.elf
64x32,3,cpp_m55,required_memory/model_object,10,2,27555437,24901025,29621873,0.8340712221660197,combined_all_log,0,0,38816,38784,38816,42716,112,84960,127788,72792,0.8644863595887639,0.9408629067883965,0.908627920910725,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/cpp_m55,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/cpp_m55/serial.log,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/cpp_m55/EL_C_vsCpp_Appli_3_64x32_1_cpp_m55.size.txt,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/cpp_m55/EL_C_vsCpp_Appli_3_64x32_1_cpp_m55.elf
64x32,3,cpp_generic,required_memory/model_object,10,2,41032636,37341084,44994848,1.242010455403535,combined_all_log,0,0,38712,38688,38712,47868,112,84856,132836,77524,0.9687525297498584,0.9780297452510676,0.9676952266826443,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/cpp_generic,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/cpp_generic/serial.log,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/cpp_generic/EL_C_vsCpp_Appli_3_64x32_1_cpp_generic.size.txt,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/cpp_generic/EL_C_vsCpp_Appli_3_64x32_1_cpp_generic.elf
64x32,3,rltools_generic,static_state/model_object,10,2,107631551,105375291,111204161,3.2578826199052577,combined_all_log,0,0,38684,39276,38684,48780,92,85420,134292,80640,0.9872095847162633,0.9887498159328523,1.0065907729179149,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/rltools_generic,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/rltools_generic/serial.log,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/rltools_generic/EL_C_vsCpp_Appli_3_64x32_1_rltools_generic.size.txt,${EL_CVSCPP_PROJECT_ROOT}/STM32CubeIDE/Appli/EL_C_vsCpp_Ablation_DEBUG/3_64x32_1/rltools_generic/EL_C_vsCpp_Appli_3_64x32_1_rltools_generic.elf
